card,nationality,team,division,salary,position,hand,weight_lb,height_in,name,overall,aOVR,acceleration,agility,balance,endurance,speed,slap_shot_accuracy,slap_shot_power,wrist_shot_accuracy,wrist_shot_power,deking,offensive_awareness,hand_eye,passing,puck_control,body_checking,strength,aggression,durability,fighting_skill,defensive_awareness,shot_blocking,stick_checking,faceoffs,discipline,card_api_id,player_group_id,other_card_ids
BA,Sweden,TOR,Atlantic,$0.6M,C,RIGHT,191.0,72,CALLE JARNKROK,76,75.80,83,79,75,73,84,76,77,76,77,78,76,76,76,76,71,75,71,76,57,75,66,76,76,79,1588,G362,2525
CMG,Sweden,TOR,Atlantic,$2.0M,C,RIGHT,191.0,72,CALLE JARNKROK,81,80.50,85,84,80,78,86,81,82,81,82,83,81,81,81,81,76,80,76,81,62,80,71,81,81,84,2525,G362,1588
BA,Sweden,BRI,,$0.6M,LD,LEFT,201.0,72,CALLE ODELIUS,76,76.90,86,83,74,78,88,69,83,70,83,77,72,71,74,75,74,74,74,84,69,74,79,80,59,79,2762,G363,
BA,Sweden,HER,,$0.7M,LD,LEFT,188.0,73,CALLE ROSEN,77,77.20,84,80,79,78,84,70,82,72,82,75,72,72,73,73,78,79,79,75,62,77,79,76,50,77,2933,G364,4068
TRAN,Sweden,SPR,,$3.0M,LD,LEFT,188.0,73,CALLE ROSEN,82,82.90,87,86,85,84,87,76,88,78,88,81,78,78,79,79,84,85,85,81,68,83,85,82,56,83,4068,G364,2933
BA,Sweden,RBK,,$0.9M,LD,LEFT,179.0,73,CALLE SJALIN,79,78.95,88,84,77,79,88,72,86,76,85,74,77,75,77,76,74,82,75,87,69,81,76,77,52,92,3558,G365,
BA,USA,BAK,,$0.7M,LD,LEFT,188.0,71,CAM DINEEN,77,78.05,85,81,78,79,85,72,82,75,81,80,71,75,77,77,75,79,78,80,60,73,80,78,55,75,2716,G366,
BA,USA,STL,Central,$1.0M,LD,LEFT,210.0,74,CAM FOWLER,80,80.05,84,81,81,80,84,76,82,77,81,80,80,78,84,83,76,81,76,71,62,78,79,80,48,83,1541,G367,3299
TRAN,USA,STL,Central,$5.0M,LD,LEFT,210.0,74,CAM FOWLER,84,84.75,86,86,86,85,86,81,87,82,86,85,85,83,89,88,81,86,81,76,67,83,84,85,53,88,3299,G367,1541
CCAP,USA,STL,Central,$9.0M,LD,LEFT,213.0,74,CAM FOWLER,88,88.55,88,90,90,89,88,85,91,86,90,89,89,87,93,92,85,90,85,80,71,87,88,89,57,92,4352,G368,
BA,USA,BRI,,$0.5M,C,RIGHT,185.0,72,CAM THIESING,75,75.80,83,81,80,75,86,72,79,75,77,74,78,76,75,79,65,75,74,78,50,75,66,71,67,78,2766,G369,
BA,USA,PHI,Metropolitan,$0.7M,LD,LEFT,194.0,72,CAM YORK,77,77.50,83,80,76,74,83,73,80,73,80,80,80,75,80,80,72,76,72,77,57,78,77,78,47,80,1461,G370,2565
CMG,USA,PHI,Metropolitan,$3.0M,LD,LEFT,194.0,72,CAM YORK,82,82.20,85,85,81,79,85,78,85,78,85,85,85,80,85,85,77,81,77,82,62,83,82,83,52,85,2565,G370,1461
BA,Canada,IA,,$0.5M,RW,RIGHT,210.0,76,CAMERON BUTLER,75,76.15,84,79,86,75,84,64,84,66,83,69,64,69,69,69,85,86,89,84,82,64,75,79,64,74,2963,G371,
BA,Canada,TUC,,$0.6M,C,RIGHT,183.0,70,CAMERON HEBIG,76,77.10,87,83,82,77,85,70,82,71,83,82,68,75,71,73,79,80,82,84,62,70,67,75,78,83,3220,G372,
BA,Canada,TEX,,$0.6M,C,LEFT,183.0,72,CAMERON HUGHES,76,76.85,86,82,78,75,86,72,82,73,81,80,73,78,75,75,71,78,76,81,61,71,68,77,77,80,3187,G373,
NG,Canada,VAN,,$6.0M,RW,RIGHT,158.0,68,CAMERON SCHMIDT,85,85.75,88,90,86,87,87,88,88,88,88,90,90,84,86,87,82,81,85,93,80,82,80,78,69,82,4193,G374,
BA,Canada,BAK,,$0.6M,RW,RIGHT,194.0,73,CAMERON WRIGHT,76,76.60,86,82,81,75,86,71,84,74,84,77,70,77,71,71,77,81,79,84,64,66,69,71,64,74,2748,G375,
ICON,USA,USA,,$11.0M,C,RIGHT,141.0,67,CAMMI GRANATO,90,91.10,91,93,91,89,90,90,92,92,92,95,96,93,93,94,86,86,87,89,72,92,89,91,89,83,4614,G376,
BA,Sweden,SJS,Pacific,$0.7M,RW,LEFT,200.0,72,CARL GRUNDSTROM,77,77.45,81,78,78,81,81,76,80,76,80,76,75,76,76,76,77,78,77,78,62,76,73,78,63,73,1504,G377,
CMG,Sweden,SJS,Pacific,$1.0M,RW,LEFT,200.0,72,CARL GRUNDSTRÖM,80,80.25,82,81,81,84,82,79,83,79,83,79,78,79,79,79,80,81,80,81,65,79,76,81,66,76,2546,G378,3744
TRAN,Sweden,PHI,Metropolitan,$4.0M,RW,LEFT,200.0,72,CARL GRUNDSTRÖM,83,83.45,85,84,84,87,85,86,86,82,86,82,81,82,82,82,83,84,83,84,68,82,79,84,69,79,3744,G378,2546
ALUM,Sweden,PIT,,$0.8M,LW,LEFT,183.0,72,CARL HAGELIN,78,78.55,85,81,78,82,85,76,80,76,79,81,76,76,76,76,76,79,76,69,62,78,76,79,59,81,2141,G379,"4372,4379,4380,4383,4387,4388,4389"
HRS,Sweden,PIT,,$9.0M,LW,LEFT,183.0,72,CARL HAGELIN,88,88.80,88,90,89,91,89,88,90,88,89,91,87,87,87,87,92,90,87,80,73,89,87,90,70,92,4372,G379,"2141,4379,4380,4383,4387,4388,4389"
HRS,Sweden,PIT,,$7.0M,LW,LEFT,183.0,72,CARL HAGELIN,86,86.80,86,88,87,89,87,86,88,86,87,89,85,85,85,85,90,88,85,78,71,87,85,88,68,90,4379,G379,"2141,4372,4380,4383,4387,4388,4389"
HRS,Sweden,PIT,,$6.0M,LW,LEFT,183.0,72,CARL HAGELIN,85,85.80,85,87,86,88,86,85,87,85,86,88,84,84,84,84,89,87,84,77,70,86,84,87,67,89,4380,G379,"2141,4372,4379,4383,4387,4388,4389"
HRS,Sweden,PIT,,$5.0M,LW,LEFT,183.0,72,CARL HAGELIN,84,84.90,85,86,85,87,86,84,86,84,85,87,83,83,83,83,88,86,83,76,69,85,83,86,66,88,4383,G379,"2141,4372,4379,4380,4387,4388,4389"
HRS,Sweden,PIT,,$4.0M,LW,LEFT,183.0,72,CARL HAGELIN,83,83.90,84,85,84,86,85,83,85,83,84,86,82,82,82,82,87,85,82,75,68,84,82,85,65,87,4387,G379,"2141,4372,4379,4380,4383,4388,4389"
HRS,Sweden,PIT,,$4.0M,LW,LEFT,183.0,72,CARL HAGELIN,83,83.90,84,85,84,86,85,83,85,83,84,86,82,82,82,82,87,85,82,75,68,84,82,85,65,87,4388,G379,"2141,4372,4379,4380,4383,4387,4389"
HRS,Sweden,PIT,Metropolitan,$4.0M,LW,LEFT,183.0,72,CARL HAGELIN,83,83.90,84,85,84,86,85,83,85,83,84,86,82,82,82,82,87,85,82,75,68,84,82,85,65,87,4389,G379,"2141,4372,4379,4380,4383,4387,4388"
BA,Sweden,MIF,,$0.8M,C,LEFT,209.0,73,CARL PERSSON,78,78.50,88,84,75,81,88,75,85,76,85,77,79,78,78,77,72,75,77,87,69,76,68,76,69,84,3512,G380,
ALUM,Canada,STL,,$0.7M,LD,LEFT,200.0,73,CARLO COLAIACOVO,77,76.90,81,79,78,79,82,73,79,73,78,73,74,72,77,75,77,79,78,74,67,79,79,73,49,79,2254,G381,
BA,USA,GR,,$0.9M,LW,LEFT,194.0,76,CARSON BANTLE,79,79.35,84,83,80,79,89,79,77,81,80,80,79,81,83,79,75,80,79,83,55,72,67,80,54,80,2869,G382,
NG,Canada,PG,,$5.0M,LD,LEFT,175.0,73,CARSON CARELS,84,84.65,85,86,86,85,85,86,87,85,87,85,84,84,87,84,84,81,86,89,62,82,82,82,62,83,4192,G383,
BA,Canada,IA,,$0.6M,LD,LEFT,197.0,73,CARSON LAMBOS,76,77.10,83,79,81,80,83,62,83,69,83,76,71,71,74,73,79,81,81,81,71,75,79,79,51,76,2957,G384,
BA,USA,ROC,,$0.7M,RW,RIGHT,184.0,71,CARSON MEYER,77,77.70,86,82,78,76,86,75,81,76,80,79,77,75,76,76,75,78,75,80,65,75,70,78,65,80,3074,G385,
BA,Canada,NYR,Metropolitan,$0.7M,LD,LEFT,208.0,77,CARSON SOUCY,77,77.10,80,76,82,75,80,69,82,71,82,68,74,68,75,74,79,83,82,72,72,79,80,83,49,64,1421,G386,
NG,Canada,WSR,,$6.0M,LD,LEFT,183.0,71,CARSON WOODALL,85,85.95,87,92,87,86,87,82,92,82,93,88,87,84,86,87,82,83,85,92,78,87,81,81,61,87,4121,G387,
BA,USA,GR,,$0.5M,LW,RIGHT,170.0,72,CARTER MAZUR,75,76.20,83,79,77,75,83,71,81,72,81,81,74,76,74,74,74,77,76,81,64,71,68,77,64,76,2884,G388,
BA,Canada,FLA,Atlantic,$0.9M,LW,LEFT,183.0,74,CARTER VERHAEGHE,79,78.85,87,79,81,77,86,79,79,82,79,78,81,80,79,79,75,79,78,76,67,78,64,77,66,71,1257,G389,"4559,4683"
TOTW,Canada,FLA,Atlantic,$6.0M,LW,LEFT,183.0,74,CARTER VERHAEGHE,85,85.15,89,90,86,83,88,85,85,88,85,84,87,86,85,85,81,85,84,82,80,84,80,83,72,80,4559,G389,"1257,4683"
GM,Canada,FLA,Atlantic,$8.0M,LW,LEFT,183.0,74,CARTER VERHAEGHE,87,87.45,92,88,90,86,91,88,88,91,88,87,90,89,88,88,84,88,87,85,76,87,73,86,75,80,4683,G389,"1257,4559"
BA,USA,HFD,,$0.6M,RD,RIGHT,198.0,73,CASE MCCARTHY,76,76.45,88,85,69,80,88,67,85,69,85,77,73,69,75,74,81,69,71,86,61,76,73,75,51,76,2903,G390,
BA,Canada,NYI,Metropolitan,$0.8M,C,LEFT,194.0,71,CASEY CIZIKAS,78,78.80,83,80,78,81,83,76,80,76,80,79,76,76,78,76,79,79,79,74,62,79,79,79,78,84,1396,G391,3775
FACE,Canada,NYI,Metropolitan,$5.0M,C,LEFT,194.0,71,CASEY CIZIKAS,84,84.50,86,86,84,87,86,82,86,82,86,85,82,82,84,82,85,85,85,80,68,85,85,85,84,90,3775,G391,1396
BA,USA,HFD,,$0.7M,RD,RIGHT,183.0,71,CASEY FITZGERALD,77,77.25,85,81,79,75,85,70,82,71,81,75,72,70,75,74,78,80,79,80,60,75,80,78,55,75,2893,G392,
BA,USA,BOS,Atlantic,$0.8M,C,LEFT,195.0,73,CASEY MITTELSTADT,78,78.40,84,80,77,81,84,78,80,79,79,80,78,78,81,80,74,77,74,77,57,76,72,76,74,77,1031,G393,
BEM,USA,BOS,Atlantic,$5.0M,C,LEFT,205.0,73,CASEY MITTELSTADT,84,84.10,87,86,83,87,87,84,86,85,85,86,84,84,87,86,80,83,80,83,63,82,78,82,80,83,4038,G394,
BA,Canada,MTL,,$0.7M,C,LEFT,174.0,70,CATHERINE DUBOIS,77,77.10,84,80,76,74,81,72,71,75,76,79,81,77,80,77,78,75,79,77,42,79,70,78,76,79,2335,G395,4331
MARQ,Canada,MTL,,$4.0M,C,LEFT,174.0,70,CATHERINE DUBOIS,83,83.55,90,86,82,80,87,80,80,81,82,85,87,83,86,83,84,81,85,83,48,85,80,84,82,85,4331,G395,2335
BA,USA,RFD,,$0.7M,LD,LEFT,200.0,73,CAVAN FITZGERALD,77,77.15,85,81,84,78,84,63,84,64,84,77,67,68,71,69,82,83,84,84,68,73,81,81,49,79,3266,G396,
BA,USA,SEA,,$1.0M,RD,RIGHT,139.0,65,CAYLA BARNES,80,81.20,86,83,84,81,85,83,73,78,72,83,83,82,82,83,81,79,81,82,42,82,82,81,47,84,2388,G397,
BA,Canada,MIL,,$0.6M,LD,LEFT,194.0,73,CHAD NYCHUK,76,76.25,83,79,83,77,83,60,84,65,84,74,67,66,70,70,81,83,83,84,66,70,82,81,49,79,3029,G398,
BA,Canada,SEA,Pacific,$3.0M,C,LEFT,201.0,72,CHANDLER STEPHENSON,82,82.30,87,82,82,82,88,82,82,82,83,83,83,82,83,83,80,81,80,80,62,82,78,81,80,82,1520,G399,"3279,4566"
XP,Canada,SEA,Pacific,$6.0M,C,LEFT,201.0,72,CHANDLER STEPHENSON,85,85.10,88,85,85,85,89,85,85,85,86,86,86,85,86,86,83,84,83,83,65,85,81,84,83,85,3279,G399,"1520,4566"
COM,Canada,SEA,Pacific,$7.0M,C,LEFT,201.0,72,CHANDLER STEPHENSON,86,86.10,89,86,86,86,90,86,86,86,87,87,87,86,87,87,84,85,84,84,66,86,82,85,84,86,4566,G399,"1520,3279"
BA,Canada,SYR,,$0.7M,LD,LEFT,187.0,74,CHARLE-EDOUARD D&apos;ASTOUS,77,77.55,86,82,84,78,85,68,85,66,84,74,67,68,70,70,84,83,84,84,73,70,82,81,54,69,3159,G400,
ALUM,Canada,TOR,,$1.0M,RW,RIGHT,195.0,73,CHARLIE CONACHER,80,80.25,82,78,83,80,82,81,83,81,83,76,83,79,81,81,80,80,78,73,74,80,81,73,69,58,2260,G401,
BA,USA,CBJ,Metropolitan,$0.9M,C,RIGHT,215.0,75,CHARLIE COYLE,79,79.55,82,79,84,77,82,78,83,78,82,77,76,77,77,77,82,84,81,79,72,78,76,81,87,74,1172,G402,3659
CHEL,USA,CBJ,Metropolitan,$3.0M,C,RIGHT,215.0,75,CHARLIE COYLE,82,82.35,83,82,87,80,83,81,86,81,85,80,79,80,80,80,85,87,84,82,75,81,79,84,90,77,3659,G402,1172
COM,USA,CBJ,Metropolitan,$5.0M,C,RIGHT,221.0,75,CHARLIE COYLE,84,84.25,84,84,89,82,84,83,88,83,87,82,81,82,82,82,87,89,86,84,77,83,81,86,92,79,4501,G403,
ALUM,Canada,EDM,,$1.0M,LD,LEFT,210.0,72,CHARLIE HUDDY,80,79.65,82,78,82,82,82,75,83,75,83,73,80,75,80,77,80,81,80,75,73,86,80,79,45,66,1910,G404,
BA,USA,BOS,Atlantic,$3.0M,RD,RIGHT,209.0,73,CHARLIE MCAVOY,82,81.95,85,82,82,81,86,77,83,78,82,80,82,76,83,82,82,83,81,79,67,85,82,87,49,74,1025,G405,3752
CAP,USA,BOS,Atlantic,$7.0M,RD,RIGHT,209.0,73,CHARLIE MCAVOY,86,85.75,87,86,86,85,88,81,87,82,86,84,86,80,87,86,86,87,85,83,67,89,86,91,53,78,3752,G405,1025
ALUM,Canada,LAK,,$1.0M,LW,LEFT,209.0,75,CHARLIE SIMMER,80,80.25,83,80,81,79,83,81,82,81,84,79,82,78,79,79,79,81,79,81,74,78,81,76,64,64,1972,G406,
BA,Canada,COA,,$0.8M,LD,LEFT,182.0,73,CHARLIE WRIGHT,78,78.40,89,86,77,76,89,70,89,71,88,75,73,70,77,75,75,75,75,90,73,78,80,80,55,90,2836,G407,
BA,Canada,TOR,,$1.0M,RD,RIGHT,196.0,75,CHAS SHARPE,80,79.85,88,85,85,80,89,71,90,72,89,75,71,71,75,73,80,83,80,90,80,80,80,80,60,85,3197,G408,
BA,USA,COL,,$0.7M,LW,LEFT,180.0,71,CHASE BRADLEY,77,77.45,83,79,76,76,83,74,80,75,80,80,75,79,79,79,75,78,75,80,72,71,75,77,67,80,2856,G409,
BA,Canada,VAN,Pacific,$0.7M,RW,RIGHT,185.0,73,CHASE STILLMAN,77,77.30,85,81,83,80,83,70,82,71,82,75,68,74,71,71,81,81,84,84,67,72,73,79,66,79,1632,G410,
BA,Canada,TEX,,$0.6M,C,LEFT,192.0,74,CHASE WHEATCROFT,76,76.35,84,80,84,75,84,67,84,68,83,71,68,72,69,70,81,84,84,84,74,67,72,80,79,79,3193,G411,
BA,Canada,ABB,,$0.7M,C,RIGHT,185.0,72,CHASE WOUTERS,77,77.30,85,81,84,77,83,69,83,70,82,79,70,73,70,70,81,82,83,84,72,71,75,78,81,69,2702,G412,
BA,France,BOS,,$0.6M,LW,LEFT,134.0,66,CHLOÉ AURARD,76,76.05,85,78,79,75,79,71,72,72,73,77,76,78,75,75,80,73,78,78,45,82,73,70,70,73,2312,G413,
ICON,USA,CHI,,$7.0M,RD,RIGHT,191.0,72,CHRIS CHELIOS,86,85.75,87,85,83,82,87,86,89,81,85,78,87,83,86,85,88,91,85,81,75,92,89,86,53,73,1069,G414,1804
ALUM,USA,CHI,,$3.0M,RD,RIGHT,191.0,72,CHRIS CHELIOS,82,82.10,85,81,79,81,85,82,85,77,81,74,83,79,82,81,84,87,81,77,75,88,85,82,49,69,1804,G414,1069
ALUM,USA,WSH,,$0.6M,RW,RIGHT,191.0,72,CHRIS CLARK,76,76.95,79,78,77,79,81,73,77,73,77,74,78,73,76,75,78,78,77,63,67,80,79,77,56,64,2279,G415,
BA,Canada,SYR,,$0.6M,LD,LEFT,201.0,75,CHRIS HARPUR,76,76.85,85,81,85,79,85,61,86,63,85,70,66,68,68,68,83,85,84,85,65,70,82,83,55,75,3167,G416,
BA,USA,ANA,Pacific,$2.0M,LW,LEFT,230.0,75,CHRIS KREIDER,81,81.80,84,80,84,81,86,79,85,82,85,80,79,83,81,81,83,85,82,80,72,78,77,81,70,75,1017,G417,2300
FI,USA,ANA,Pacific,$4.0M,LW,LEFT,230.0,75,CHRIS KREIDER,83,83.70,85,82,86,83,87,81,87,84,87,82,81,85,83,83,85,87,84,82,74,80,79,83,72,77,2300,G417,1017
ALUM,Canada,PIT,,$3.0M,LW,LEFT,195.0,72,CHRIS KUNITZ,82,82.60,80,78,83,81,86,80,86,82,84,78,86,80,82,81,84,85,86,88,70,85,84,81,56,77,2133,G418,
ALUM,USA,MTL,,$0.8M,RW,RIGHT,205.0,72,CHRIS NILAN,78,78.05,79,76,86,75,80,73,82,73,82,61,79,77,75,75,85,86,86,81,82,77,80,74,56,78,2026,G419,
ALUM,Canada,OTT,,$3.0M,LD,LEFT,220.0,75,CHRIS PHILLIPS,82,82.10,79,78,88,82,84,77,84,77,83,75,81,78,82,80,87,87,83,85,67,87,86,84,53,78,2099,G420,3748
HH,Canada,OTT,Atlantic,$7.0M,LD,LEFT,220.0,75,CHRIS PHILLIPS,86,85.90,81,82,92,86,86,81,88,81,87,79,85,82,86,84,91,91,87,89,68,91,90,88,57,82,3748,G420,2099
ICON,Canada,STL,,$7.0M,LD,LEFT,220.0,78,CHRIS PRONGER,86,85.20,83,77,87,83,84,84,91,84,90,72,83,73,85,85,90,93,88,84,77,92,91,89,53,71,1072,G421,2173
ALUM,Canada,STL,,$5.0M,LD,LEFT,220.0,78,CHRIS PRONGER,84,83.35,82,75,85,82,83,82,89,82,88,70,81,71,83,83,88,91,86,82,77,90,89,87,51,69,2173,G421,1072
BA,Canada,BRI,,$0.7M,LW,LEFT,202.0,70,CHRIS TERRY,77,77.15,82,76,80,74,84,76,82,77,81,78,73,78,76,76,76,80,76,80,68,71,71,76,56,86,2753,G422,
ALUM,Canada,WPG,,$0.5M,RW,RIGHT,235.0,75,CHRIS THORBURN,75,75.30,78,75,80,71,79,71,79,72,78,71,68,72,72,72,81,83,83,77,76,73,76,72,58,63,2295,G423,
BA,USA,SPR,,$0.7M,RW,RIGHT,192.0,72,CHRIS WAGNER,77,77.30,83,79,80,76,83,72,81,73,80,77,72,77,75,76,78,81,79,83,62,74,72,78,72,77,3146,G424,
BA,Sweden,BIF,,$0.7M,LD,LEFT,181.0,71,CHRISTIAN DJOOS,77,77.25,84,78,79,79,85,75,75,76,77,76,76,74,79,77,76,75,80,76,68,77,75,72,44,76,3330,G425,
BA,USA,PHI,Metropolitan,$0.8M,C,LEFT,190.0,73,CHRISTIAN DVORAK,78,78.95,82,79,81,81,82,77,81,77,81,77,77,77,77,77,79,81,79,77,67,77,77,80,84,79,1459,G426,4520
COM,USA,PHI,Metropolitan,$4.0M,C,LEFT,190.0,73,CHRISTIAN DVORAK,83,83.65,84,84,86,86,84,82,86,82,86,82,82,82,82,82,84,86,84,82,72,82,82,85,89,84,4520,G426,1459
BA,Sweden,FHC,,$0.7M,RD,RIGHT,205.0,75,CHRISTIAN FOLIN,77,76.65,82,78,81,81,82,68,82,68,80,68,68,69,73,73,81,83,78,86,73,78,80,80,48,81,3373,G427,
BA,Slovakia,CBJ,Metropolitan,$0.5M,RD,RIGHT,220.0,75,CHRISTIAN JAROS,75,74.80,79,76,80,73,80,69,80,70,80,68,67,67,72,70,78,80,77,76,67,72,80,78,48,68,1184,G428,
BA,Canada,TEX,,$0.6M,RD,RIGHT,166.0,71,CHRISTIAN KYROU,76,76.70,85,81,76,75,84,73,81,75,80,80,76,76,79,77,68,76,68,81,64,72,76,76,51,76,3190,G429,4064
TRAN,Canada,LV,,$2.0M,RD,RIGHT,166.0,71,CHRISTIAN KYROU,81,81.40,87,86,81,80,86,78,86,80,85,85,81,81,84,82,73,81,73,86,69,77,81,81,56,81,4064,G429,3190
BA,USA,ABB,,$0.7M,LD,LEFT,190.0,74,CHRISTIAN WOLANIN,77,77.35,82,78,81,77,82,69,83,70,82,74,73,73,75,74,79,81,80,81,71,76,79,79,51,79,2699,G430,
BA,Sweden,LHC,,$0.6M,C,LEFT,194.0,75,CHRISTOFFER EHN,76,77.30,84,77,81,73,84,77,82,77,81,74,76,73,74,73,77,82,77,82,67,68,77,79,79,77,3482,G431,
BA,Sweden,MIF,,$0.7M,C,LEFT,185.0,71,CHRISTOFFER FORSBERG,77,76.75,84,80,79,74,85,74,82,72,80,77,76,79,76,76,73,78,74,78,68,73,68,75,78,76,3517,G432,
BA,Sweden,FBK,,$0.5M,C,LEFT,187.0,76,CHRISTOFFER JANSSON,75,75.45,86,81,83,77,87,71,79,72,80,74,74,78,78,78,64,77,63,59,53,71,65,71,79,58,3406,G433,
BA,Finland,SA,,$0.6M,LD,LEFT,201.0,73,CHRISTOFFER SEDOFF,76,76.70,84,80,83,79,85,63,84,63,83,74,68,67,72,70,80,83,82,84,74,72,81,81,59,74,2925,G434,
ALUM,Austria,MIN,,$0.5M,LW,LEFT,224.0,76,CHRISTOPH BRANDNER,75,74.60,78,78,73,76,80,73,75,73,75,75,77,72,75,74,75,75,59,71,58,77,77,75,56,58,2005,G435,
BA,Sweden,ÖRE,,$0.8M,C,LEFT,192.0,76,CHRISTOPHER MASTOMAKI,78,77.45,80,78,84,78,82,71,84,72,81,75,77,77,77,77,74,84,74,82,69,77,71,76,79,82,3534,G436,
BA,Canada,TOR,Atlantic,$0.7M,RD,RIGHT,199.0,75,CHRISTOPHER TANEV,77,76.90,81,77,80,75,82,69,80,69,80,72,72,67,76,74,77,80,77,72,67,82,86,82,47,77,1587,G437,2632
CMG,Canada,TOR,Atlantic,$0.8M,RD,RIGHT,199.0,75,CHRISTOPHER TANEV,78,77.90,82,78,81,76,83,70,81,70,81,73,73,68,77,75,78,81,78,73,68,83,87,83,48,78,2632,G437,1587
XP,Canada,TOR,Atlantic,$5.0M,RD,RIGHT,200.0,75,CHRISTOPHER TANEV,84,83.95,86,84,87,82,85,79,87,79,87,79,79,74,84,81,84,87,84,79,74,89,93,89,54,84,4422,G438,"4423,4424,4425,4426,4427"
XP,Canada,TOR,Atlantic,$6.0M,RD,RIGHT,200.0,75,CHRISTOPHER TANEV,85,84.85,86,85,88,83,85,80,88,80,88,80,80,75,85,82,85,88,85,80,75,90,94,90,55,85,4423,G438,"4422,4424,4425,4426,4427"
XP,Canada,TOR,Atlantic,$7.0M,RD,RIGHT,200.0,75,CHRISTOPHER TANEV,86,85.85,87,86,89,84,86,81,89,81,89,81,81,76,86,83,86,89,86,81,76,91,95,91,56,86,4424,G438,"4422,4423,4425,4426,4427"
XP,Canada,TOR,Atlantic,$8.0M,RD,RIGHT,200.0,75,CHRISTOPHER TANEV,87,86.75,87,87,90,85,86,82,90,82,90,82,82,77,87,84,87,90,87,82,77,92,96,92,57,87,4425,G438,"4422,4423,4424,4426,4427"
XP,Canada,TOR,Atlantic,$9.0M,RD,RIGHT,200.0,75,CHRISTOPHER TANEV,88,87.75,88,88,91,86,87,83,91,83,91,83,83,78,88,85,88,91,88,83,78,93,97,93,58,88,4426,G438,"4422,4423,4424,4425,4427"
XP,Canada,TOR,Atlantic,$10.0M,RD,RIGHT,200.0,75,CHRISTOPHER TANEV,89,88.75,89,89,92,87,88,84,92,84,92,84,84,79,89,86,89,92,89,84,79,94,98,94,59,89,4427,G438,"4422,4423,4424,4425,4426"
ALUM,Canada,MIN,,$0.6M,RW,RIGHT,192.0,72,CHUCK KOBASEW,76,76.50,81,79,76,79,82,73,78,73,78,75,78,74,76,76,78,78,73,73,73,74,77,72,53,74,2003,G439,
ALUM,Canada,STL,,$0.6M,C,LEFT,190.0,74,CHUCK LEFLEY,76,76.35,79,77,78,73,80,74,79,74,77,76,76,75,76,76,77,80,77,74,67,76,78,69,69,77,2184,G440,
BA,USA,TOR,,$0.6M,C,LEFT,170.0,71,CLAIR DEGEORGE,76,76.65,78,76,76,80,81,75,73,74,73,76,79,78,79,75,78,78,77,80,44,80,73,74,60,74,2372,G441,
BA,USA,MIN,,$0.6M,RW,RIGHT,130.0,65,CLAIRE BUTORAC,76,75.80,80,79,81,74,80,72,73,74,71,74,74,78,77,75,78,74,80,83,46,79,71,72,46,80,2320,G442,
BA,Canada,TOR,,$1.0M,C,RIGHT,146.0,69,CLAIRE DALTON,80,80.25,85,81,80,79,85,81,75,79,77,81,82,82,79,80,81,79,80,79,42,80,78,81,79,80,2383,G443,
BA,Canada,VAN,,$1.0M,LD,LEFT,132.0,68,CLAIRE THOMPSON,80,80.25,84,81,81,80,86,79,74,77,75,81,83,82,84,77,80,80,79,81,42,80,82,80,47,79,2411,G444,
BA,Canada,CGY,,$0.6M,C,LEFT,197.0,73,CLARK BISHOP,76,76.20,82,79,81,74,82,71,81,73,81,73,73,70,69,67,79,81,81,81,74,75,74,78,80,71,2774,G445,
ALUM,Canada,NYI,,$3.0M,LW,LEFT,215.0,75,CLARK GILLIES,82,82.00,83,80,82,82,84,81,84,81,84,76,85,77,84,80,84,83,83,73,71,83,84,80,73,73,2064,G446,
BA,Canada,OTT,Atlantic,$2.0M,C,RIGHT,188.0,71,CLAUDE GIROUX,81,80.95,86,84,78,82,86,81,81,82,80,82,81,83,83,83,76,78,76,84,62,81,74,82,89,79,1434,G447,
FACE,Canada,OTT,Atlantic,$5.0M,C,RIGHT,186.0,71,CLAUDE GIROUX,84,84.75,88,88,82,86,88,85,85,86,84,86,85,87,87,87,80,82,80,88,66,85,78,86,93,83,3908,G448,
ALUM,Canada,NJD,,$1.0M,RW,RIGHT,215.0,73,CLAUDE LEMIEUX,80,80.65,81,80,84,80,82,79,82,79,81,79,82,78,80,79,81,80,81,82,73,82,82,81,62,67,2051,G449,
BA,USA,UTA,Central,$5.0M,RW,LEFT,175.0,70,CLAYTON KELLER,84,84.50,88,89,83,83,89,87,84,87,84,91,88,89,88,88,75,81,77,82,57,80,77,82,70,87,1599,G450,3412
MARQ,USA,UTA,Central,$6.0M,RW,LEFT,175.0,70,CLAYTON KELLER,85,86.45,89,91,85,85,90,89,86,89,86,93,90,91,90,90,77,83,79,84,57,82,79,85,76,89,3412,G450,1599
ALUM,Canada,CHI,,$0.9M,RW,RIGHT,194.0,73,CLIFF KOROLL,79,79.65,82,81,81,79,82,77,82,77,82,75,81,77,78,79,80,82,81,82,76,81,81,75,71,71,1813,G451,
FI,Canada,LAK,Pacific,$0.9M,RD,RIGHT,210.0,75,CODY CECI,79,78.70,83,79,81,81,83,70,84,72,83,75,73,72,77,75,80,83,79,80,64,80,82,82,50,80,1065,G452,1285
BA,Canada,LAK,Pacific,$0.7M,RD,RIGHT,210.0,75,CODY CECI,77,76.50,81,77,79,75,81,68,82,70,81,73,71,70,75,73,78,81,77,78,62,78,80,80,48,78,1285,G452,1065
