card,nationality,team,division,salary,position,hand,weight_lb,height_in,name,overall,aOVR,acceleration,agility,balance,endurance,speed,slap_shot_accuracy,slap_shot_power,wrist_shot_accuracy,wrist_shot_power,deking,offensive_awareness,hand_eye,passing,puck_control,body_checking,strength,aggression,durability,fighting_skill,defensive_awareness,shot_blocking,stick_checking,faceoffs,discipline,card_api_id
GM,Canada,NJD,Metropolitan,$10.0M,RD,RIGHT,230.0,78,DOUGIE HAMILTON,89,88.95,89,88,90,89,88,88,92,89,92,88,91,85,92,93,85,90,84,80,67,87,88,91,55,83,4668
ALUM,USA,NJD,,$0.7M,RW,RIGHT,185.0,70,DOUGLAS BROWN,77,77.10,81,77,77,80,81,71,79,72,79,72,77,74,75,74,79,80,78,70,70,79,78,79,68,43,2057
ALUM,Sweden,SJS,,$0.6M,LD,LEFT,240.0,75,DOUGLAS MURRAY,76,75.50,78,73,84,76,78,71,78,71,78,63,68,67,73,71,83,81,81,78,74,79,81,76,48,73,2169
BA,Canada,OTT,Atlantic,$3.0M,RW,RIGHT,200.0,75,DRAKE BATHERSON,82,82.00,82,80,82,82,84,83,83,84,82,84,85,84,84,84,79,82,79,79,62,80,74,83,74,74,1432
GB,Canada,OTT,Atlantic,$6.0M,RW,RIGHT,209.0,75,DRAKE BATHERSON,85,84.90,84,83,85,85,86,86,86,87,85,87,88,87,87,87,82,85,82,82,65,83,77,86,77,77,3969
BA,USA,CLE,,$0.6M,RD,RIGHT,200.0,75,DREW BAVARO,76,76.10,82,75,80,73,85,80,79,77,79,73,71,76,76,75,75,74,77,76,56,75,71,69,51,79,2825
BA,Canada,LAK,Pacific,$3.0M,RD,RIGHT,210.0,73,DREW DOUGHTY,82,82.75,86,84,83,80,85,83,87,79,85,82,82,78,83,83,80,83,80,80,67,84,83,85,50,75,1274
CAP,Canada,LAK,Pacific,$6.0M,RD,RIGHT,210.0,73,DREW DOUGHTY,85,85.70,88,87,86,84,87,86,90,82,88,85,85,81,86,86,83,86,83,83,67,87,86,88,53,78,2434
GM,Canada,LAK,Pacific,$8.0M,RD,RIGHT,210.0,73,DREW DOUGHTY,87,87.55,89,89,88,85,88,88,92,84,90,87,87,83,88,88,85,88,85,85,72,89,88,90,55,80,4678
BA,USA,ANA,Pacific,$0.5M,RD,RIGHT,213.0,75,DREW HELLESON,75,74.80,80,78,79,73,82,63,81,66,80,74,66,70,71,70,77,79,79,79,70,74,78,76,49,74,1011
BEM,USA,ANA,Pacific,$2.0M,RD,RIGHT,208.0,75,DREW HELLESON,81,81.40,83,85,86,80,85,70,88,73,87,81,73,77,78,77,84,86,86,86,77,81,85,83,56,81,4034
BA,USA,VAN,Pacific,$0.6M,LW,LEFT,209.0,76,DREW O&apos;CONNOR,76,76.85,82,76,80,80,82,75,80,76,80,75,73,75,75,76,76,80,77,77,72,72,72,75,57,67,1635
BA,Canada,CGY,Pacific,$0.6M,LW,LEFT,193.0,72,DRYDEN HUNT,76,76.20,83,79,77,79,83,74,79,74,78,75,74,74,74,74,75,77,76,77,60,75,69,75,57,72,1098
BEM,Canada,CGY,Pacific,$2.0M,LW,LEFT,193.0,72,DRYDEN HUNT,81,80.90,85,84,82,84,85,79,84,79,83,80,79,79,79,79,80,82,81,82,65,80,74,80,62,77,4046
ALUM,Canada,NYI,,$0.7M,RW,RIGHT,190.0,72,DUANE SUTTER,77,76.70,82,76,79,79,82,76,78,76,77,73,75,74,74,73,74,78,72,67,71,80,77,79,70,52,2073
ALUM,USA,LAK,,$2.0M,RW,RIGHT,209.0,72,DUSTIN BROWN,81,81.55,81,80,85,81,83,80,83,80,82,78,81,80,80,80,83,85,85,85,75,81,84,79,60,73,1970
GB,USA,LAK,Pacific,$6.0M,RW,RIGHT,209.0,72,DUSTIN BROWN,85,85.35,83,84,89,85,85,84,87,84,86,82,85,84,84,84,87,89,89,89,79,85,88,83,64,77,2605
BA,Canada,SA,,$0.7M,RD,RIGHT,208.0,74,DYLAN COGHLAN,77,77.45,83,79,82,76,83,70,82,70,82,75,72,70,74,73,81,82,80,80,70,76,80,79,50,75,2913
BA,Canada,OTT,Atlantic,$1.0M,C,RIGHT,207.0,75,DYLAN COZENS,80,80.15,85,81,79,78,85,81,81,81,81,81,79,80,80,80,78,79,79,78,62,79,76,80,77,78,1435
FANT,Canada,OTT,Atlantic,$9.0M,C,RIGHT,205.0,75,DYLAN COZENS,88,87.75,89,89,87,86,89,89,89,89,89,89,87,88,88,88,86,87,87,86,70,87,84,88,85,86,2665
BA,Canada,WPG,Central,$0.6M,RD,RIGHT,194.0,73,DYLAN DEMELO,76,76.25,81,77,78,75,81,68,80,69,79,70,74,70,76,74,78,77,78,79,69,80,80,80,47,72,1706
GB,Canada,WPG,Central,$5.0M,RD,RIGHT,194.0,73,DYLAN DEMELO,84,83.85,85,85,86,83,85,76,88,77,87,78,82,78,84,82,86,85,86,87,77,88,88,88,55,80,3967
BA,USA,SYR,,$0.6M,C,LEFT,181.0,70,DYLAN DUKE,76,76.10,85,81,74,80,85,71,81,72,81,76,74,74,73,73,71,78,71,81,64,73,71,78,77,76,3163
BA,Canada,UTA,Central,$1.0M,LW,RIGHT,191.0,73,DYLAN GUENTHER,80,80.50,85,81,78,80,85,84,83,86,83,80,85,82,82,82,72,79,79,79,52,79,66,79,59,77,1603
MARQ,Canada,UTA,Central,$3.0M,LW,RIGHT,191.0,73,DYLAN GUENTHER,82,82.40,86,83,80,82,86,86,85,88,85,82,87,84,84,84,74,81,81,81,54,81,68,81,61,79,3660
TOTW,Canada,UTA,Central,$4.0M,LW,RIGHT,191.0,73,DYLAN GUENTHER,83,83.40,87,84,81,83,87,87,86,89,86,83,88,85,85,85,75,82,82,82,55,82,69,82,62,80,3988
BA,Canada,STL,Central,$3.0M,LW,LEFT,206.0,73,DYLAN HOLLOWAY,82,81.85,84,82,84,80,84,81,83,81,82,84,83,83,83,83,79,83,79,80,72,81,76,82,70,75,1537
FACE,Canada,STL,Central,$4.0M,LW,LEFT,207.0,73,DYLAN HOLLOWAY,83,82.75,84,83,85,81,84,82,84,82,83,85,84,84,84,84,80,84,80,81,73,82,77,83,71,76,3906
BA,USA,DET,Atlantic,$4.0M,C,LEFT,199.0,73,DYLAN LARKIN,83,83.50,90,85,80,81,89,83,83,85,83,88,86,85,85,85,79,81,79,82,62,81,77,85,88,75,1205
TOTW,USA,DET,Atlantic,$7.0M,C,LEFT,199.0,73,DYLAN LARKIN,86,87.00,93,90,83,85,92,87,87,90,86,91,90,90,90,90,82,84,80,85,76,82,80,88,91,76,3893
COM,USA,DET,Atlantic,$9.0M,C,LEFT,204.0,73,DYLAN LARKIN,88,88.20,94,90,85,86,93,88,88,90,88,92,90,90,90,90,84,85,84,87,67,86,82,89,93,80,4303
BA,Canada,WSH,Metropolitan,$0.5M,RD,RIGHT,240.0,77,DYLAN MCILRATH,75,75.25,78,76,86,73,78,62,84,62,84,66,63,66,68,66,84,86,86,76,81,75,80,82,51,56,1688
BA,USA,VLH,,$0.8M,C,LEFT,187.0,71,DYLAN MCLAUGHLIN,78,78.30,87,83,81,81,87,75,83,76,83,79,72,76,75,76,77,81,77,82,62,71,67,79,78,82,3620
BA,USA,SPR,,$0.6M,C,RIGHT,192.0,76,DYLAN PETERSON,76,76.50,82,75,81,79,83,77,78,77,75,77,76,75,74,78,77,79,78,79,55,69,69,71,70,77,3153
BA,Canada,HFD,,$1.0M,LW,LEFT,204.0,79,DYLAN ROOBROECK,80,80.60,89,86,85,82,89,75,89,75,89,75,75,78,78,78,80,83,80,90,80,73,73,80,75,80,2890
BA,USA,WPG,Central,$0.7M,LD,LEFT,216.0,76,DYLAN SAMBERG,77,76.45,81,77,79,75,81,69,82,70,80,71,71,69,73,73,78,80,76,78,72,81,83,80,43,73,1704
BA,Canada,WSH,Metropolitan,$4.0M,C,LEFT,196.0,75,DYLAN STROME,83,83.40,84,82,84,81,84,84,86,85,86,86,85,84,88,86,79,84,79,81,62,81,76,84,89,81,1671
CMG,Canada,WSH,Metropolitan,$5.0M,C,LEFT,200.0,76,DYLAN STROME,84,84.30,84,83,85,82,84,85,87,86,87,87,86,85,89,87,80,85,80,82,63,82,77,85,90,82,4100
MARQ,Canada,WSH,Metropolitan,$7.0M,C,LEFT,200.0,76,DYLAN STROME,86,86.40,87,85,87,84,87,87,89,88,89,89,88,87,91,89,82,87,82,84,65,84,79,87,92,84,4107
BA,USA,UTI,,$0.6M,RW,RIGHT,185.0,73,DYLAN WENDT,76,76.35,79,77,77,80,85,74,77,78,74,75,79,74,79,77,72,77,73,78,49,76,70,74,62,75,3242
BA,Canada,SYR,,$0.6M,RD,RIGHT,194.0,75,DYLLAN GILL,76,76.00,83,80,79,75,83,65,82,67,82,74,70,67,74,72,79,77,79,79,69,74,79,79,49,82,3165
ALUM,Canada,NYR,,$0.5M,C,LEFT,165.0,70,EARL INGARFIELD SR.,75,74.75,78,76,77,71,79,71,77,72,76,71,75,71,74,74,77,77,76,69,76,76,77,70,76,46,2094
MARQ,Canada,TOR,Atlantic,$6.0M,C,LEFT,190.0,72,EASTON COWAN,85,85.50,87,90,90,85,87,79,90,82,88,86,87,85,86,85,80,85,85,90,75,83,82,88,84,85,3816
NG,Canada,TOR,,$7.0M,C,LEFT,190.0,72,EASTON COWAN,86,86.40,87,91,91,86,87,80,91,83,89,87,88,86,87,86,81,86,86,91,76,84,83,89,85,86,4201
ALUM,USA,HFD,,$0.5M,RD,RIGHT,210.0,74,ED HOSPODAR,75,75.40,79,76,80,70,79,71,79,71,79,68,74,73,71,71,79,78,78,73,72,78,80,74,43,68,1964
ALUM,Canada,BOS,,$0.8M,RD,RIGHT,197.0,73,ED WESTFALL,78,78.00,81,78,80,76,81,76,78,76,79,72,78,74,77,77,79,82,78,62,72,81,79,78,49,64,1745
ALUM,USA,CHI,,$0.8M,C,LEFT,207.0,73,EDDIE OLCZYK,78,78.35,82,77,78,81,82,77,79,77,79,77,80,78,78,76,76,80,79,70,75,80,77,74,81,57,1817
CHEL,USA,CHI,,$1.0M,C,LEFT,207.0,73,EDDIE OLCZYK,80,80.25,83,79,80,83,83,79,81,79,81,79,82,80,80,78,78,82,81,72,77,82,79,76,83,59,2416
ALUM,Canada,NYR,,$0.7M,C,RIGHT,160.0,68,EDGAR LAPRADE,77,76.90,80,74,77,76,82,77,78,77,77,74,77,80,76,77,77,80,74,76,72,78,76,71,81,72,2092
BA,Czechia,COA,,$0.6M,LW,LEFT,174.0,74,EDUARD SALE,76,76.75,86,83,70,71,86,77,85,78,85,81,78,78,81,80,70,70,70,75,60,68,65,73,60,80,2851
BA,Latvia,GR,,$0.6M,LW,LEFT,209.0,76,EDUARDS TRALMAKS,76,76.60,84,74,80,73,85,75,82,77,81,75,76,75,74,73,76,78,75,81,71,69,76,74,66,76,2882
BA,Sweden,DIF,,$0.6M,LD,LEFT,187.0,77,EDVIN HAMMARLUND,76,76.05,87,83,80,76,87,68,87,68,87,66,73,66,71,71,74,80,74,90,73,75,74,74,55,85,3358
BA,Finland,SEA,Pacific,$0.8M,LW,LEFT,182.0,70,EELI TOL VANEN,78,78.70,81,82,79,81,81,80,84,80,85,81,78,80,77,80,73,78,73,78,57,75,68,78,58,83,1526
COM,Finland,SEA,Pacific,$5.0M,LW,LEFT,182.0,70,EELI TOLVANEN,84,84.40,84,88,85,87,84,86,90,86,91,87,84,86,83,86,79,84,79,84,63,81,74,84,64,89,4563
BA,Finland,VLH,,$0.7M,C,LEFT,183.0,70,EEMELI SUOMI,77,77.35,83,78,79,78,84,69,80,70,79,76,79,80,80,80,74,77,74,71,69,79,69,79,76,79,3633
BA,Finland,MIF,,$0.7M,LD,LEFT,165.0,72,EEMIL VIRO,77,77.20,86,82,80,76,86,71,82,72,82,79,63,72,76,75,77,80,77,82,65,68,80,80,52,77,3525
BA,Finland,LHF,,$0.7M,C,LEFT,190.0,74,EETU KOIVISTOINEN,77,76.95,82,80,76,77,83,76,80,75,78,74,81,76,79,76,70,80,72,83,64,77,71,76,80,78,3498
BA,Finland,BRI,,$0.5M,RW,LEFT,200.0,75,EETU LIUKAS,75,76.05,83,80,84,75,84,66,86,66,84,72,67,73,69,69,82,84,85,84,69,66,67,79,64,69,2764
BA,Finland,FLA,Atlantic,$0.8M,C,LEFT,191.0,75,EETU LUOSTARINEN,78,77.70,81,77,79,78,81,76,78,77,79,77,77,77,77,77,78,80,77,77,57,77,72,79,74,72,1259
MARQ,Finland,FLA,Atlantic,$1.0M,C,LEFT,191.0,75,EETU LUOSTARINEN,80,79.60,82,79,81,80,82,78,80,79,81,79,79,79,79,79,80,82,79,79,59,79,74,81,76,74,2688
BA,Sweden,ÖRE,,$0.6M,LW,RIGHT,170.0,70,EGOR POLIN,76,76.25,90,86,73,75,90,71,88,71,88,75,75,73,72,72,71,73,71,91,68,74,66,71,76,86,3551
BA,Sweden,LHF,,$0.6M,RW,RIGHT,187.0,69,EINAR EMANUELSSON,76,76.80,88,86,80,80,87,72,84,72,82,73,73,74,72,73,72,74,74,79,70,73,70,77,72,89,3503
BA,Sweden,BOS,Atlantic,$2.0M,C,RIGHT,202.0,73,ELIAS LINDHOLM,81,80.95,86,83,79,82,86,81,81,82,81,82,78,82,83,83,76,79,76,79,57,80,77,82,87,82,1023
TOTW,Sweden,BOS,Atlantic,$4.0M,C,RIGHT,200.0,73,ELIAS LINDHOLM,83,83.50,88,85,85,86,88,83,83,84,83,84,80,84,85,85,80,81,80,81,59,82,80,84,92,84,3828
BA,Sweden,VAN,Pacific,$3.0M,C,LEFT,176.0,74,ELIAS PETTERSSON,82,82.85,87,85,81,82,86,84,86,85,85,86,83,85,85,85,77,82,77,80,57,80,75,81,79,78,1622
BA,Sweden,VAN,Pacific,$0.6M,LD,LEFT,209.0,76,ELIAS PETTERSSON,76,75.60,80,78,77,76,80,68,80,71,80,71,69,73,74,74,77,79,75,78,57,77,76,77,43,68,1649
TOTW,Sweden,VAN,Pacific,$6.0M,C,LEFT,176.0,74,ELIAS PETTERSSON,85,85.90,89,87,84,85,90,88,89,88,89,89,86,88,88,88,80,85,80,83,60,83,78,84,84,81,2634
NG,Sweden,VAN,Pacific,$3.0M,LD,LEFT,185.0,74,ELIAS PETTERSSON,82,82.30,84,85,84,83,84,75,87,78,87,78,76,80,81,81,84,86,82,85,64,84,83,84,50,75,4293
BA,Sweden,VLH,,$0.6M,LD,LEFT,176.0,70,ELIAS ROSEN,76,77.05,88,84,74,75,89,72,85,72,85,79,75,75,77,77,69,74,70,87,67,71,75,75,52,87,3638
BA,Sweden,SKE,,$0.7M,RD,RIGHT,172.0,72,ELIAS SALOMONSSON,77,77.20,86,81,81,78,86,68,84,69,84,69,71,67,72,71,79,81,79,84,79,76,81,81,59,79,3589
BA,Canada,OTT,,$0.7M,RW,RIGHT,159.0,70,ELIZABETH GIGUÈRE,77,76.90,82,79,80,76,84,76,72,73,74,79,74,75,76,76,78,79,78,79,44,75,77,75,73,80,2364
BA,Canada,TOR,,$1.0M,LD,LEFT,150.0,68,ELLA SHELTON,80,80.55,85,82,81,79,85,80,79,80,77,81,79,81,79,80,81,81,82,81,42,80,81,78,49,81,2382
BA,USA,NY,,$0.7M,C,LEFT,154.0,65,ELLE HARTJE,77,77.75,85,81,78,81,81,73,74,74,72,81,82,80,80,74,79,75,80,77,43,79,72,74,82,78,2352
BEM,USA,NY,,$5.0M,C,LEFT,154.0,65,ELLE HARTJE,84,84.85,92,88,85,88,88,80,81,81,80,88,89,87,87,81,86,82,87,84,50,86,80,81,89,85,4323
ALUM,Canada,MTL,,$2.0M,C,LEFT,165.0,70,ELMER LACH,81,81.15,82,81,78,79,84,81,82,81,82,77,85,79,86,83,81,82,78,77,76,82,83,77,80,77,2245
BEM,Sweden,DET,Atlantic,$2.0M,C,LEFT,246.0,78,ELMER SODERBLOM,81,80.25,81,79,90,76,81,76,84,78,84,77,81,82,81,81,77,88,82,82,62,76,69,82,74,77,3973
BA,Sweden,DET,Atlantic,$0.6M,C,LEFT,246.0,80,ELMER SÖDERBLOM,76,75.55,79,74,85,71,79,71,79,73,79,72,76,77,76,76,72,83,77,77,57,71,64,77,69,72,1220
BA,Sweden,FBK,,$0.8M,C,LEFT,201.0,73,EMIL ALBA,78,77.40,84,80,77,80,87,77,85,80,84,74,78,73,80,76,75,78,69,77,69,76,65,70,79,84,3386
BA,Sweden,PHI,Metropolitan,$0.5M,LD,LEFT,189.0,69,EMIL ANDRAE,75,75.40,82,78,75,72,82,70,79,71,78,78,75,76,77,76,68,77,67,77,62,75,74,78,42,72,1474
BA,Sweden,SKE,,$0.7M,LD,LEFT,185.0,71,EMIL DJUSE,77,77.95,82,74,76,81,83,79,83,77,82,77,75,76,80,80,75,78,78,77,75,74,76,73,57,67,3592
BA,Sweden,NYI,Metropolitan,$0.6M,LW,LEFT,198.0,74,EMIL HEINEMAN,76,76.45,78,76,79,79,79,71,79,75,79,76,79,74,75,75,71,79,78,78,62,76,72,79,63,70,1404
GB,Sweden,NYI,Metropolitan,$3.0M,LW,LEFT,204.0,74,EMIL HEINEMAN,82,82.15,81,82,85,85,82,77,85,81,85,82,85,80,81,81,77,85,84,84,68,82,78,85,69,76,3963
NG,Sweden,NYI,Metropolitan,$6.0M,LW,LEFT,204.0,74,EMIL HEINEMAN,85,85.70,87,85,88,88,86,84,85,85,86,85,87,84,85,86,85,87,86,86,71,85,82,88,72,84,4247
BA,Norway,TBL,Atlantic,$0.6M,LD,LEFT,208.0,75,EMIL MARTINSEN LILLEBERG,76,75.70,80,77,79,73,81,68,79,70,79,73,72,69,71,70,79,79,79,79,55,77,79,80,54,74,1571
BA,Sweden,TIM,,$0.8M,C,LEFT,176.0,74,EMIL PETTERSSON,78,78.25,85,81,81,81,85,75,81,76,82,77,80,78,78,78,73,81,72,82,67,76,69,76,78,77,3601
BA,Sweden,VLH,,$0.8M,RW,LEFT,216.0,74,EMIL SYLVEGARD,78,78.50,83,76,83,81,83,70,85,72,82,76,77,78,79,80,77,85,77,80,72,77,72,77,72,78,3624
BA,USA,SEA,,$0.6M,LD,LEFT,150.0,67,EMILY BROWN,76,75.70,82,79,82,79,82,72,72,68,70,74,72,70,72,72,83,78,80,83,47,81,75,71,56,77,2394
BA,Canada,OTT,,$0.9M,C,LEFT,134.0,67,EMILY CLARK,79,79.55,86,83,79,77,84,77,72,79,72,83,83,83,80,76,81,78,81,85,42,79,77,81,84,80,2367
FANT,Canada,OTT,,$9.0M,C,LEFT,134.0,67,EMILY CLARK,88,88.55,90,92,88,86,88,86,86,88,86,92,92,92,89,85,90,87,90,94,51,88,86,90,93,89,4460
BA,Canada,VAN,,$0.9M,LD,LEFT,140.0,69,EMMA GRECO,79,79.25,84,79,83,79,82,76,76,78,74,80,77,77,80,80,82,78,82,81,43,79,81,78,48,75,2408
BEM,Canada,VAN,,$7.0M,LD,LEFT,140.0,69,EMMA GRECO,86,86.25,91,86,90,86,89,83,83,85,81,87,84,84,87,87,89,85,89,88,50,86,88,85,55,82,4319
BA,Canada,TOR,,$0.9M,LW,LEFT,146.0,65,EMMA MALTAIS,79,79.65,86,81,83,77,85,79,72,79,74,83,80,81,80,78,80,80,78,82,42,80,77,80,78,85,2379
BEM,Canada,TOR,,$6.0M,LW,LEFT,146.0,65,EMMA MALTAIS,85,85.75,92,87,89,83,91,85,80,85,80,89,86,87,86,84,86,86,84,88,48,86,83,86,84,91,4321
BA,Canada,TOR,,$0.7M,RW,RIGHT,141.0,67,EMMA WOODS,77,77.05,78,79,79,78,76,82,73,77,72,74,77,80,73,74,80,76,78,82,44,82,76,77,49,84,2373
BA,Canada,NY,,$0.6M,C,LEFT,150.0,66,EMMY FECTEAU,76,76.45,81,77,78,80,79,72,73,72,76,74,78,76,80,75,79,75,76,79,44,77,76,75,60,78,2344
NG,Canada,REG,,$3.0M,RD,RIGHT,181.0,72,EPHRAM MCNUTT,82,82.40,84,86,85,83,86,80,91,78,90,81,80,78,78,80,82,81,85,89,77,82,78,80,60,85,4154
ALUM,Canada,MIN,,$0.8M,C,LEFT,185.0,71,ERIC BELANGER,78,77.80,81,79,79,74,81,73,80,74,79,76,79,75,76,76,77,78,78,78,74,81,80,80,81,81,2001
BA,Sweden,RBK,,$0.6M,LD,LEFT,174.0,71,ERIC BURGER,76,76.40,90,85,74,76,89,68,87,68,87,71,72,70,73,71,73,77,73,85,74,75,75,74,55,80,3572
ALUM,Canada,CHI,,$1.0M,LW,LEFT,235.0,78,ERIC DAZE,80,80.95,80,79,86,82,80,83,84,87,87,74,85,80,80,81,73,86,78,56,52,79,81,74,71,73,1810
HUTC,Canada,CHI,,$6.0M,LW,LEFT,235.0,78,ERIC DAZE,85,85.65,82,84,91,87,82,88,89,92,92,79,90,85,85,86,78,91,83,61,57,84,86,79,76,78,2641
ALUM,Canada,PHI,,$5.0M,C,RIGHT,240.0,76,ERIC LINDROS,84,84.05,84,84,90,81,89,82,85,84,86,84,89,86,86,81,89,87,84,69,77,80,74,76,86,74,2108
ICON,Canada,PHI,,$8.0M,C,RIGHT,240.0,76,ERIC LINDROS,87,87.85,85,89,93,89,90,87,90,88,90,89,92,89,89,89,92,90,87,72,77,83,77,79,90,77,3755
BA,USA,CAR,Metropolitan,$0.7M,LW,LEFT,211.0,74,ERIC ROBINSON,77,77.05,80,76,80,80,80,75,78,75,78,76,76,76,76,76,77,80,77,76,62,75,72,78,56,76,1118
FACE,USA,CAR,Metropolitan,$4.0M,LW,LEFT,220.0,74,ERIC ROBINSON,83,83.75,84,83,87,87,84,82,85,82,85,83,83,83,83,83,84,87,84,83,69,82,79,85,63,83,4102
MARQ,Sweden,LAU,,$6.0M,LD,LEFT,185.0,70,ERIK BRANNSTROM,85,85.10,88,89,85,86,88,81,89,82,88,89,83,82,86,86,81,85,81,86,66,83,85,85,61,91,3285
BA,Slovakia,TBL,Atlantic,$1.0M,RD,RIGHT,230.0,76,ERIK CERNAK,80,79.70,81,78,86,80,81,70,84,71,83,73,75,72,76,75,85,86,83,80,67,84,85,86,50,72,1565
BEM,Slovakia,TBL,Atlantic,$5.0M,RD,RIGHT,230.0,76,ERIK CERNAK,84,83.50,83,82,90,84,83,74,88,75,87,77,79,76,80,79,89,90,87,84,71,88,89,90,54,76,3938
ALUM,USA,OTT,,$0.7M,RW,RIGHT,188.0,71,ERIK CONDRA,77,77.65,81,79,79,79,81,75,80,75,80,76,78,76,76,76,76,79,78,82,67,79,75,75,60,77,2105
BA,Canada,CBJ,Metropolitan,$0.6M,RD,RIGHT,222.0,77,ERIK GUDBRANSON,76,76.15,79,75,83,75,79,66,82,67,82,69,68,67,72,71,81,84,81,79,72,75,85,82,49,64,1180
GM,Canada,CBJ,Metropolitan,$5.0M,RD,RIGHT,222.0,77,ERIK GUDBRANSON,84,83.75,83,83,91,83,83,74,90,75,90,77,76,75,80,79,89,92,89,87,80,83,93,90,57,72,4634
BA,Sweden,DET,Atlantic,$0.7M,LD,LEFT,189.0,73,ERIK GUSTAFSSON,77,77.75,82,78,77,76,83,74,83,75,81,77,77,75,80,80,76,77,74,81,62,75,77,78,47,77,1214
CMG,Sweden,LHF,,$6.0M,LD,LEFT,198.0,70,ERIK GUSTAFSSON,85,85.70,86,85,87,89,86,85,88,86,89,90,85,88,86,86,77,87,75,89,65,87,85,87,60,95,2512
CMG,Sweden,DET,Atlantic,$3.0M,LD,LEFT,189.0,73,ERIK GUSTAFSSON,82,82.55,85,83,82,81,86,79,88,80,86,82,82,80,85,85,81,82,79,86,67,80,82,83,52,82,2521
BA,Sweden,LHF,,$0.8M,LD,LEFT,198.0,70,ERIK GUSTAFSSON,78,78.10,82,77,79,81,82,77,80,78,81,82,77,80,78,78,69,79,67,81,57,79,77,79,52,87,3640
BA,Finland,NSH,Central,$0.7M,C,LEFT,191.0,71,ERIK HAULA,77,77.35,83,80,75,75,88,77,80,77,79,80,75,77,77,77,72,77,76,72,57,76,69,77,80,72,1354
FI,Finland,NSH,Central,$0.9M,C,LEFT,191.0,71,ERIK HAULA,79,79.25,84,82,77,77,89,79,82,79,81,82,77,79,79,79,74,79,78,74,59,78,71,79,82,74,2303
GB,Finland,NSH,Central,$5.0M,C,LEFT,191.0,61,ERIK HAULA,84,83.95,86,87,82,82,86,85,87,85,86,87,82,84,84,84,80,84,83,80,64,83,78,84,87,79,4546
BA,Sweden,PIT,Metropolitan,$4.0M,RD,RIGHT,186.0,72,ERIK KARLSSON,83,83.45,87,85,80,83,88,82,88,83,85,88,87,83,87,87,78,80,75,75,57,80,80,83,50,80,1466
CMG,Sweden,PIT,Metropolitan,$6.0M,RD,RIGHT,186.0,72,ERIK KARLSSON,85,85.35,88,87,82,85,89,84,90,85,87,90,89,85,89,89,80,82,77,77,57,82,82,85,52,82,2557
BA,USA,PRO,,$0.6M,LW,LEFT,194.0,73,ERIK MIDDENDORF,76,76.30,86,82,83,76,85,68,84,69,84,75,69,72,70,71,81,83,83,85,69,68,66,71,67,80,3068
BA,Sweden,LHC,,$0.6M,LD,LEFT,183.0,72,ERIK NOREN,76,76.65,88,84,79,75,88,67,87,67,86,66,74,73,72,75,76,76,74,81,76,75,75,76,59,81,3486
BA,Sweden,FHC,,$0.9M,RW,LEFT,179.0,70,ERIK THORELL,79,78.75,84,82,83,79,87,72,79,77,80,77,79,80,80,78,77,79,79,82,70,78,69,76,71,80,3365
BA,Sweden,TIM,,$0.7M,RW,RIGHT,203.0,75,ERIK WALLI WALTERHOLM,77,76.85,86,82,83,77,86,71,84,72,83,71,73,71,72,72,78,82,78,88,73,73,68,75,63,73,3610
BA,Canada,MTL,,$2.0M,RD,RIGHT,132.0,65,ERIN AMBROSE,81,81.65,89,83,82,81,87,80,74,79,74,77,82,83,83,81,85,82,84,85,42,83,81,83,49,82,2342
ALUM,Canada,TOR,,$0.5M,LW,LEFT,185.0,69,ERROL THOMPSON,75,75.85,81,75,77,76,81,70,77,72,77,70,76,72,74,74,80,78,78,62,78,78,81,70,62,57,2233
BA,Finland,DAL,Central,$0.9M,LD,LEFT,217.0,75,ESA LINDELL,79,78.55,81,78,83,77,81,70,81,71,80,73,75,71,78,76,81,84,80,78,62,83,84,84,48,78,1193
FACE,Finland,DAL,Central,$4.0M,LD,LEFT,217.0,75,ESA LINDELL,83,83.35,84,83,88,82,84,75,86,76,85,78,80,76,83,81,86,89,85,83,67,88,89,89,53,83,3905
ALUM,Finland,EDM,,$2.0M,LW,LEFT,200.0,73,ESA TIKKANEN,81,81.10,81,80,80,82,82,80,82,81,82,82,83,84,86,82,81,81,81,76,72,80,71,81,72,76,1909
BA,Norway,LHC,,$0.7M,C,RIGHT,185.0,72,ESKILD BAKKE OLSEN,77,77.25,86,82,80,81,86,74,83,77,83,77,77,74,73,76,77,77,72,87,64,76,62,72,69,77,3473
BA,Canada,BRI,,$1.0M,RD,RIGHT,197.0,71,ETHAN BEAR,80,80.15,86,81,81,80,86,74,82,75,82,80,78,75,79,78,80,81,80,80,70,81,82,82,47,80,2749
NG,Canada,WSR,,$5.0M,LW,LEFT,226.0,77,ETHAN BELCHETZ,84,83.95,85,86,86,84,85,85,87,86,87,84,85,84,87,80,80,85,81,86,81,82,76,84,71,81,4191
BA,Canada,SJ,,$0.7M,C,RIGHT,180.0,71,ETHAN CARDWELL,77,77.50,84,80,79,74,84,75,82,76,82,80,78,78,76,77,74,79,76,81,64,70,68,78,77,76,3125
BA,Canada,BAK,,$0.6M,RW,RIGHT,181.0,71,ETHAN DE JONG,76,76.75,87,83,76,80,87,76,85,76,84,79,75,78,76,76,67,76,69,86,69,68,66,71,68,91,2721
BA,Canada,RFD,,$0.7M,LD,LEFT,210.0,76,ETHAN DEL MASTRO,77,77.05,82,77,83,77,82,66,83,67,83,76,70,71,76,72,79,82,81,81,66,76,79,79,51,76,3095
